"id","name","zipcode","country_id/id","state_id/id"
"city_100","中正區",100,"base.tw","l10n_tw.country_state_TPC"
"city_103","大同區",103,"base.tw","l10n_tw.country_state_TPC"
"city_104","中山區",104,"base.tw","l10n_tw.country_state_TPC"
"city_105","松山區",105,"base.tw","l10n_tw.country_state_TPC"
"city_106","大安區",106,"base.tw","l10n_tw.country_state_TPC"
"city_108","萬華區",108,"base.tw","l10n_tw.country_state_TPC"
"city_110","信義區",110,"base.tw","l10n_tw.country_state_TPC"
"city_111","士林區",111,"base.tw","l10n_tw.country_state_TPC"
"city_112","北投區",112,"base.tw","l10n_tw.country_state_TPC"
"city_114","內湖區",114,"base.tw","l10n_tw.country_state_TPC"
"city_115","南港區",115,"base.tw","l10n_tw.country_state_TPC"
"city_116","文山區",116,"base.tw","l10n_tw.country_state_TPC"
"city_200","仁愛區",200,"base.tw","l10n_tw.country_state_KLC"
"city_201","信義區",201,"base.tw","l10n_tw.country_state_KLC"
"city_202","中正區",202,"base.tw","l10n_tw.country_state_KLC"
"city_203","中山區",203,"base.tw","l10n_tw.country_state_KLC"
"city_204","安樂區",204,"base.tw","l10n_tw.country_state_KLC"
"city_205","暖暖區",205,"base.tw","l10n_tw.country_state_KLC"
"city_206","七堵區",206,"base.tw","l10n_tw.country_state_KLC"
"city_207","萬里區",207,"base.tw","l10n_tw.country_state_KLC"
"city_208","金山區",208,"base.tw","l10n_tw.country_state_KLC"
"city_209","南竿鄉",209,"base.tw","l10n_tw.country_state_LCC"
"city_210","北竿鄉",210,"base.tw","l10n_tw.country_state_LCC"
"city_211","莒光鄉",211,"base.tw","l10n_tw.country_state_LCC"
"city_212","東引鄉",212,"base.tw","l10n_tw.country_state_LCC"
"city_220","板橋區",220,"base.tw","l10n_tw.country_state_NTPC"
"city_221","汐止區",221,"base.tw","l10n_tw.country_state_NTPC"
"city_222","深坑區",222,"base.tw","l10n_tw.country_state_NTPC"
"city_223","石碇區",223,"base.tw","l10n_tw.country_state_NTPC"
"city_224","瑞芳區",224,"base.tw","l10n_tw.country_state_NTPC"
"city_226","平溪區",226,"base.tw","l10n_tw.country_state_NTPC"
"city_227","雙溪區",227,"base.tw","l10n_tw.country_state_NTPC"
"city_228","貢寮區",228,"base.tw","l10n_tw.country_state_NTPC"
"city_231","新店區",231,"base.tw","l10n_tw.country_state_NTPC"
"city_232","坪林區",232,"base.tw","l10n_tw.country_state_NTPC"
"city_233","烏來區",233,"base.tw","l10n_tw.country_state_NTPC"
"city_234","永和區",234,"base.tw","l10n_tw.country_state_NTPC"
"city_235","中和區",235,"base.tw","l10n_tw.country_state_NTPC"
"city_236","土城區",236,"base.tw","l10n_tw.country_state_NTPC"
"city_237","三峽區",237,"base.tw","l10n_tw.country_state_NTPC"
"city_238","樹林區",238,"base.tw","l10n_tw.country_state_NTPC"
"city_239","鶯歌區",239,"base.tw","l10n_tw.country_state_NTPC"
"city_241","三重區",241,"base.tw","l10n_tw.country_state_NTPC"
"city_242","新莊區",242,"base.tw","l10n_tw.country_state_NTPC"
"city_243","泰山區",243,"base.tw","l10n_tw.country_state_NTPC"
"city_244","林口區",244,"base.tw","l10n_tw.country_state_NTPC"
"city_247","蘆洲區",247,"base.tw","l10n_tw.country_state_NTPC"
"city_248","五股區",248,"base.tw","l10n_tw.country_state_NTPC"
"city_249","八里區",249,"base.tw","l10n_tw.country_state_NTPC"
"city_251","淡水區",251,"base.tw","l10n_tw.country_state_NTPC"
"city_252","三芝區",252,"base.tw","l10n_tw.country_state_NTPC"
"city_253","石門區",253,"base.tw","l10n_tw.country_state_NTPC"
"city_260","宜蘭市",260,"base.tw","l10n_tw.country_state_ILH"
"city_261","頭城鎮",261,"base.tw","l10n_tw.country_state_ILH"
"city_262","礁溪鄉",262,"base.tw","l10n_tw.country_state_ILH"
"city_263","壯圍鄉",263,"base.tw","l10n_tw.country_state_ILH"
"city_264","員山鄉",264,"base.tw","l10n_tw.country_state_ILH"
"city_265","羅東鎮",265,"base.tw","l10n_tw.country_state_ILH"
"city_266","三星鄉",266,"base.tw","l10n_tw.country_state_ILH"
"city_267","大同鄉",267,"base.tw","l10n_tw.country_state_ILH"
"city_268","五結鄉",268,"base.tw","l10n_tw.country_state_ILH"
"city_269","冬山鄉",269,"base.tw","l10n_tw.country_state_ILH"
"city_270","蘇澳鎮",270,"base.tw","l10n_tw.country_state_ILH"
"city_272","南澳鄉",272,"base.tw","l10n_tw.country_state_ILH"
"city_290","釣魚臺",290,"base.tw","l10n_tw.country_state_ILH"
"city_300","北區",300,"base.tw","l10n_tw.country_state_HCT"
"city_300_1","東區",300,"base.tw","l10n_tw.country_state_HCT"
"city_300_2","香山區",300,"base.tw","l10n_tw.country_state_HCT"
"city_302","竹北市",302,"base.tw","l10n_tw.country_state_HCH"
"city_303","湖口鄉",303,"base.tw","l10n_tw.country_state_HCH"
"city_304","新豐鄉",304,"base.tw","l10n_tw.country_state_HCH"
"city_305","新埔鎮",305,"base.tw","l10n_tw.country_state_HCH"
"city_306","關西鎮",306,"base.tw","l10n_tw.country_state_HCH"
"city_307","芎林鄉",307,"base.tw","l10n_tw.country_state_HCH"
"city_308","寶山鄉",308,"base.tw","l10n_tw.country_state_HCH"
"city_310","竹東鎮",310,"base.tw","l10n_tw.country_state_HCH"
"city_311","五峰鄉",311,"base.tw","l10n_tw.country_state_HCH"
"city_312","橫山鄉",312,"base.tw","l10n_tw.country_state_HCH"
"city_313","尖石鄉",313,"base.tw","l10n_tw.country_state_HCH"
"city_314","北埔鄉",314,"base.tw","l10n_tw.country_state_HCH"
"city_315","峨眉鄉",315,"base.tw","l10n_tw.country_state_HCH"
"city_320","中壢區",320,"base.tw","l10n_tw.country_state_TYC"
"city_324","平鎮區",324,"base.tw","l10n_tw.country_state_TYC"
"city_325","龍潭區",325,"base.tw","l10n_tw.country_state_TYC"
"city_326","楊梅區",326,"base.tw","l10n_tw.country_state_TYC"
"city_327","新屋區",327,"base.tw","l10n_tw.country_state_TYC"
"city_328","觀音區",328,"base.tw","l10n_tw.country_state_TYC"
"city_330","桃園區",330,"base.tw","l10n_tw.country_state_TYC"
"city_333","龜山區",333,"base.tw","l10n_tw.country_state_TYC"
"city_334","八德區",334,"base.tw","l10n_tw.country_state_TYC"
"city_335","大溪區",335,"base.tw","l10n_tw.country_state_TYC"
"city_336","復興區",336,"base.tw","l10n_tw.country_state_TYC"
"city_337","大園區",337,"base.tw","l10n_tw.country_state_TYC"
"city_338","蘆竹區",338,"base.tw","l10n_tw.country_state_TYC"
"city_350","竹南鎮",350,"base.tw","l10n_tw.country_state_MLH"
"city_351","頭份市",351,"base.tw","l10n_tw.country_state_MLH"
"city_352","三灣鄉",352,"base.tw","l10n_tw.country_state_MLH"
"city_353","南庄鄉",353,"base.tw","l10n_tw.country_state_MLH"
"city_354","獅潭鄉",354,"base.tw","l10n_tw.country_state_MLH"
"city_356","後龍鎮",356,"base.tw","l10n_tw.country_state_MLH"
"city_357","通霄鎮",357,"base.tw","l10n_tw.country_state_MLH"
"city_358","苑裡鎮",358,"base.tw","l10n_tw.country_state_MLH"
"city_360","苗栗市",360,"base.tw","l10n_tw.country_state_MLH"
"city_361","造橋鄉",361,"base.tw","l10n_tw.country_state_MLH"
"city_362","頭屋鄉",362,"base.tw","l10n_tw.country_state_MLH"
"city_363","公館鄉",363,"base.tw","l10n_tw.country_state_MLH"
"city_364","大湖鄉",364,"base.tw","l10n_tw.country_state_MLH"
"city_365","泰安鄉",365,"base.tw","l10n_tw.country_state_MLH"
"city_366","銅鑼鄉",366,"base.tw","l10n_tw.country_state_MLH"
"city_367","三義鄉",367,"base.tw","l10n_tw.country_state_MLH"
"city_368","西湖鄉",368,"base.tw","l10n_tw.country_state_MLH"
"city_369","卓蘭鎮",369,"base.tw","l10n_tw.country_state_MLH"
"city_400","中區",400,"base.tw","l10n_tw.country_state_TCC"
"city_401","東區",401,"base.tw","l10n_tw.country_state_TCC"
"city_402","南區",402,"base.tw","l10n_tw.country_state_TCC"
"city_403","西區",403,"base.tw","l10n_tw.country_state_TCC"
"city_404","北區",404,"base.tw","l10n_tw.country_state_TCC"
"city_406","北屯區",406,"base.tw","l10n_tw.country_state_TCC"
"city_407","西屯區",407,"base.tw","l10n_tw.country_state_TCC"
"city_408","南屯區",408,"base.tw","l10n_tw.country_state_TCC"
"city_411","太平區",411,"base.tw","l10n_tw.country_state_TCC"
"city_412","大里區",412,"base.tw","l10n_tw.country_state_TCC"
"city_413","霧峰區",413,"base.tw","l10n_tw.country_state_TCC"
"city_414","烏日區",414,"base.tw","l10n_tw.country_state_TCC"
"city_420","豐原區",420,"base.tw","l10n_tw.country_state_TCC"
"city_421","后里區",421,"base.tw","l10n_tw.country_state_TCC"
"city_422","石岡區",422,"base.tw","l10n_tw.country_state_TCC"
"city_423","東勢區",423,"base.tw","l10n_tw.country_state_TCC"
"city_424","和平區",424,"base.tw","l10n_tw.country_state_TCC"
"city_426","新社區",426,"base.tw","l10n_tw.country_state_TCC"
"city_427","潭子區",427,"base.tw","l10n_tw.country_state_TCC"
"city_428","大雅區",428,"base.tw","l10n_tw.country_state_TCC"
"city_429","神岡區",429,"base.tw","l10n_tw.country_state_TCC"
"city_432","大肚區",432,"base.tw","l10n_tw.country_state_TCC"
"city_433","沙鹿區",433,"base.tw","l10n_tw.country_state_TCC"
"city_434","龍井區",434,"base.tw","l10n_tw.country_state_TCC"
"city_435","梧棲區",435,"base.tw","l10n_tw.country_state_TCC"
"city_436","清水區",436,"base.tw","l10n_tw.country_state_TCC"
"city_437","大甲區",437,"base.tw","l10n_tw.country_state_TCC"
"city_438","外埔區",438,"base.tw","l10n_tw.country_state_TCC"
"city_439","大安區",439,"base.tw","l10n_tw.country_state_TCC"
"city_500","彰化市",500,"base.tw","l10n_tw.country_state_CHH"
"city_502","芬園鄉",502,"base.tw","l10n_tw.country_state_CHH"
"city_503","花壇鄉",503,"base.tw","l10n_tw.country_state_CHH"
"city_504","秀水鄉",504,"base.tw","l10n_tw.country_state_CHH"
"city_505","鹿港鎮",505,"base.tw","l10n_tw.country_state_CHH"
"city_506","福興鄉",506,"base.tw","l10n_tw.country_state_CHH"
"city_507","線西鄉",507,"base.tw","l10n_tw.country_state_CHH"
"city_508","和美鎮",508,"base.tw","l10n_tw.country_state_CHH"
"city_509","伸港鄉",509,"base.tw","l10n_tw.country_state_CHH"
"city_510","員林市",510,"base.tw","l10n_tw.country_state_CHH"
"city_511","社頭鄉",511,"base.tw","l10n_tw.country_state_CHH"
"city_512","永靖鄉",512,"base.tw","l10n_tw.country_state_CHH"
"city_513","埔心鄉",513,"base.tw","l10n_tw.country_state_CHH"
"city_514","溪湖鎮",514,"base.tw","l10n_tw.country_state_CHH"
"city_515","大村鄉",515,"base.tw","l10n_tw.country_state_CHH"
"city_516","埔鹽鄉",516,"base.tw","l10n_tw.country_state_CHH"
"city_520","田中鎮",520,"base.tw","l10n_tw.country_state_CHH"
"city_521","北斗鎮",521,"base.tw","l10n_tw.country_state_CHH"
"city_522","田尾鄉",522,"base.tw","l10n_tw.country_state_CHH"
"city_523","埤頭鄉",523,"base.tw","l10n_tw.country_state_CHH"
"city_524","溪州鄉",524,"base.tw","l10n_tw.country_state_CHH"
"city_525","竹塘鄉",525,"base.tw","l10n_tw.country_state_CHH"
"city_526","二林鎮",526,"base.tw","l10n_tw.country_state_CHH"
"city_527","大城鄉",527,"base.tw","l10n_tw.country_state_CHH"
"city_528","芳苑鄉",528,"base.tw","l10n_tw.country_state_CHH"
"city_530","二水鄉",530,"base.tw","l10n_tw.country_state_CHH"
"city_540","南投市",540,"base.tw","l10n_tw.country_state_NTC"
"city_541","中寮鄉",541,"base.tw","l10n_tw.country_state_NTC"
"city_542","草屯鎮",542,"base.tw","l10n_tw.country_state_NTC"
"city_544","國姓鄉",544,"base.tw","l10n_tw.country_state_NTC"
"city_545","埔里鎮",545,"base.tw","l10n_tw.country_state_NTC"
"city_546","仁愛鄉",546,"base.tw","l10n_tw.country_state_NTC"
"city_551","名間鄉",551,"base.tw","l10n_tw.country_state_NTC"
"city_552","集集鎮",552,"base.tw","l10n_tw.country_state_NTC"
"city_553","水里鄉",553,"base.tw","l10n_tw.country_state_NTC"
"city_555","魚池鄉",555,"base.tw","l10n_tw.country_state_NTC"
"city_556","信義鄉",556,"base.tw","l10n_tw.country_state_NTC"
"city_557","竹山鎮",557,"base.tw","l10n_tw.country_state_NTC"
"city_558","鹿谷鄉",558,"base.tw","l10n_tw.country_state_NTC"
"city_600","東區",600,"base.tw","l10n_tw.country_state_CIC"
"city_600_1","西區",600,"base.tw","l10n_tw.country_state_CIC"
"city_602","番路鄉",602,"base.tw","l10n_tw.country_state_CIH"
"city_603","梅山鄉",603,"base.tw","l10n_tw.country_state_CIH"
"city_604","竹崎鄉",604,"base.tw","l10n_tw.country_state_CIH"
"city_605","阿里山鄉",605,"base.tw","l10n_tw.country_state_CIH"
"city_606","中埔鄉",606,"base.tw","l10n_tw.country_state_CIH"
"city_607","大埔鄉",607,"base.tw","l10n_tw.country_state_CIH"
"city_608","水上鄉",608,"base.tw","l10n_tw.country_state_CIH"
"city_611","鹿草鄉",611,"base.tw","l10n_tw.country_state_CIH"
"city_612","太保市",612,"base.tw","l10n_tw.country_state_CIH"
"city_613","朴子市",613,"base.tw","l10n_tw.country_state_CIH"
"city_614","東石鄉",614,"base.tw","l10n_tw.country_state_CIH"
"city_615","六腳鄉",615,"base.tw","l10n_tw.country_state_CIH"
"city_616","新港鄉",616,"base.tw","l10n_tw.country_state_CIH"
"city_621","民雄鄉",621,"base.tw","l10n_tw.country_state_CIH"
"city_622","大林鎮",622,"base.tw","l10n_tw.country_state_CIH"
"city_623","溪口鄉",623,"base.tw","l10n_tw.country_state_CIH"
"city_624","義竹鄉",624,"base.tw","l10n_tw.country_state_CIH"
"city_625","布袋鎮",625,"base.tw","l10n_tw.country_state_CIH"
"city_630","斗南鎮",630,"base.tw","l10n_tw.country_state_YLH"
"city_631","大埤鄉",631,"base.tw","l10n_tw.country_state_YLH"
"city_632","虎尾鎮",632,"base.tw","l10n_tw.country_state_YLH"
"city_633","土庫鎮",633,"base.tw","l10n_tw.country_state_YLH"
"city_634","褒忠鄉",634,"base.tw","l10n_tw.country_state_YLH"
"city_635","東勢鄉",635,"base.tw","l10n_tw.country_state_YLH"
"city_636","台西鄉",636,"base.tw","l10n_tw.country_state_YLH"
"city_637","崙背鄉",637,"base.tw","l10n_tw.country_state_YLH"
"city_638","麥寮鄉",638,"base.tw","l10n_tw.country_state_YLH"
"city_640","斗六市",640,"base.tw","l10n_tw.country_state_YLH"
"city_643","林內鄉",643,"base.tw","l10n_tw.country_state_YLH"
"city_646","古坑鄉",646,"base.tw","l10n_tw.country_state_YLH"
"city_647","莿桐鄉",647,"base.tw","l10n_tw.country_state_YLH"
"city_648","西螺鎮",648,"base.tw","l10n_tw.country_state_YLH"
"city_649","二崙鄉",649,"base.tw","l10n_tw.country_state_YLH"
"city_651","北港鎮",651,"base.tw","l10n_tw.country_state_YLH"
"city_652","水林鄉",652,"base.tw","l10n_tw.country_state_YLH"
"city_653","口湖鄉",653,"base.tw","l10n_tw.country_state_YLH"
"city_654","四湖鄉",654,"base.tw","l10n_tw.country_state_YLH"
"city_655","元長鄉",655,"base.tw","l10n_tw.country_state_YLH"
"city_700","中西區",700,"base.tw","l10n_tw.country_state_TNH"
"city_701","東區",701,"base.tw","l10n_tw.country_state_TNH"
"city_702","南區",702,"base.tw","l10n_tw.country_state_TNH"
"city_704","北區",704,"base.tw","l10n_tw.country_state_TNH"
"city_708","安平區",708,"base.tw","l10n_tw.country_state_TNH"
"city_709","安南區",709,"base.tw","l10n_tw.country_state_TNH"
"city_710","永康區",710,"base.tw","l10n_tw.country_state_TNH"
"city_711","歸仁區",711,"base.tw","l10n_tw.country_state_TNH"
"city_712","新化區",712,"base.tw","l10n_tw.country_state_TNH"
"city_713","左鎮區",713,"base.tw","l10n_tw.country_state_TNH"
"city_714","玉井區",714,"base.tw","l10n_tw.country_state_TNH"
"city_715","楠西區",715,"base.tw","l10n_tw.country_state_TNH"
"city_716","南化區",716,"base.tw","l10n_tw.country_state_TNH"
"city_717","仁德區",717,"base.tw","l10n_tw.country_state_TNH"
"city_718","關廟區",718,"base.tw","l10n_tw.country_state_TNH"
"city_719","龍崎區",719,"base.tw","l10n_tw.country_state_TNH"
"city_720","官田區",720,"base.tw","l10n_tw.country_state_TNH"
"city_721","麻豆區",721,"base.tw","l10n_tw.country_state_TNH"
"city_722","佳里區",722,"base.tw","l10n_tw.country_state_TNH"
"city_723","西港區",723,"base.tw","l10n_tw.country_state_TNH"
"city_724","七股區",724,"base.tw","l10n_tw.country_state_TNH"
"city_725","將軍區",725,"base.tw","l10n_tw.country_state_TNH"
"city_726","學甲區",726,"base.tw","l10n_tw.country_state_TNH"
"city_727","北門區",727,"base.tw","l10n_tw.country_state_TNH"
"city_730","新營區",730,"base.tw","l10n_tw.country_state_TNH"
"city_731","後壁區",731,"base.tw","l10n_tw.country_state_TNH"
"city_732","白河區",732,"base.tw","l10n_tw.country_state_TNH"
"city_733","東山區",733,"base.tw","l10n_tw.country_state_TNH"
"city_734","六甲區",734,"base.tw","l10n_tw.country_state_TNH"
"city_735","下營區",735,"base.tw","l10n_tw.country_state_TNH"
"city_736","柳營區",736,"base.tw","l10n_tw.country_state_TNH"
"city_737","鹽水區",737,"base.tw","l10n_tw.country_state_TNH"
"city_741","善化區",741,"base.tw","l10n_tw.country_state_TNH"
"city_742","大內區",742,"base.tw","l10n_tw.country_state_TNH"
"city_743","山上區",743,"base.tw","l10n_tw.country_state_TNH"
"city_744","新市區",744,"base.tw","l10n_tw.country_state_TNH"
"city_745","安定區",745,"base.tw","l10n_tw.country_state_TNH"
"city_800","新興區",800,"base.tw","l10n_tw.country_state_KHC"
"city_801","前金區",801,"base.tw","l10n_tw.country_state_KHC"
"city_802","苓雅區",802,"base.tw","l10n_tw.country_state_KHC"
"city_803","鹽埕區",803,"base.tw","l10n_tw.country_state_KHC"
"city_804","鼓山區",804,"base.tw","l10n_tw.country_state_KHC"
"city_805","旗津區",805,"base.tw","l10n_tw.country_state_KHC"
"city_806","前鎮區",806,"base.tw","l10n_tw.country_state_KHC"
"city_807","三民區",807,"base.tw","l10n_tw.country_state_KHC"
"city_811","楠梓區",811,"base.tw","l10n_tw.country_state_KHC"
"city_812","小港區",812,"base.tw","l10n_tw.country_state_KHC"
"city_813","左營區",813,"base.tw","l10n_tw.country_state_KHC"
"city_814","仁武區",814,"base.tw","l10n_tw.country_state_KHC"
"city_815","大社區",815,"base.tw","l10n_tw.country_state_KHC"
"city_817","東沙群島",817,"base.tw","l10n_tw.country_state_KHC"
"city_819","南沙群島",819,"base.tw","l10n_tw.country_state_KHC"
"city_820","岡山區",820,"base.tw","l10n_tw.country_state_KHC"
"city_821","路竹區",821,"base.tw","l10n_tw.country_state_KHC"
"city_822","阿蓮區",822,"base.tw","l10n_tw.country_state_KHC"
"city_823","田寮區",823,"base.tw","l10n_tw.country_state_KHC"
"city_824","燕巢區",824,"base.tw","l10n_tw.country_state_KHC"
"city_825","橋頭區",825,"base.tw","l10n_tw.country_state_KHC"
"city_826","梓官區",826,"base.tw","l10n_tw.country_state_KHC"
"city_827","彌陀區",827,"base.tw","l10n_tw.country_state_KHC"
"city_828","永安區",828,"base.tw","l10n_tw.country_state_KHC"
"city_829","湖內區",829,"base.tw","l10n_tw.country_state_KHC"
"city_830","鳳山區",830,"base.tw","l10n_tw.country_state_KHC"
"city_831","大寮區",831,"base.tw","l10n_tw.country_state_KHC"
"city_832","林園區",832,"base.tw","l10n_tw.country_state_KHC"
"city_833","鳥松區",833,"base.tw","l10n_tw.country_state_KHC"
"city_840","大樹區",840,"base.tw","l10n_tw.country_state_KHC"
"city_842","旗山區",842,"base.tw","l10n_tw.country_state_KHC"
"city_843","美濃區",843,"base.tw","l10n_tw.country_state_KHC"
"city_844","六龜區",844,"base.tw","l10n_tw.country_state_KHC"
"city_845","內門區",845,"base.tw","l10n_tw.country_state_KHC"
"city_846","杉林區",846,"base.tw","l10n_tw.country_state_KHC"
"city_847","甲仙區",847,"base.tw","l10n_tw.country_state_KHC"
"city_848","桃源區",848,"base.tw","l10n_tw.country_state_KHC"
"city_849","那瑪夏區",849,"base.tw","l10n_tw.country_state_KHC"
"city_851","茂林區",851,"base.tw","l10n_tw.country_state_KHC"
"city_852","茄萣區",852,"base.tw","l10n_tw.country_state_KHC"
"city_880","馬公市",880,"base.tw","l10n_tw.country_state_PHC"
"city_881","西嶼鄉",881,"base.tw","l10n_tw.country_state_PHC"
"city_882","望安鄉",882,"base.tw","l10n_tw.country_state_PHC"
"city_883","七美鄉",883,"base.tw","l10n_tw.country_state_PHC"
"city_884","白沙鄉",884,"base.tw","l10n_tw.country_state_PHC"
"city_885","湖西鄉",885,"base.tw","l10n_tw.country_state_PHC"
"city_890","金沙鎮",890,"base.tw","l10n_tw.country_state_KMC"
"city_891","金湖鎮",891,"base.tw","l10n_tw.country_state_KMC"
"city_892","金寧鄉",892,"base.tw","l10n_tw.country_state_KMC"
"city_893","金城鎮",893,"base.tw","l10n_tw.country_state_KMC"
"city_894","烈嶼鄉",894,"base.tw","l10n_tw.country_state_KMC"
"city_896","烏坵鄉",896,"base.tw","l10n_tw.country_state_KMC"
"city_900","屏東市",900,"base.tw","l10n_tw.country_state_PTH"
"city_901","三地門鄉",901,"base.tw","l10n_tw.country_state_PTH"
"city_902","霧台鄉",902,"base.tw","l10n_tw.country_state_PTH"
"city_903","瑪家鄉",903,"base.tw","l10n_tw.country_state_PTH"
"city_904","九如鄉",904,"base.tw","l10n_tw.country_state_PTH"
"city_905","里港鄉",905,"base.tw","l10n_tw.country_state_PTH"
"city_906","高樹鄉",906,"base.tw","l10n_tw.country_state_PTH"
"city_907","鹽埔鄉",907,"base.tw","l10n_tw.country_state_PTH"
"city_908","長治鄉",908,"base.tw","l10n_tw.country_state_PTH"
"city_909","麟洛鄉",909,"base.tw","l10n_tw.country_state_PTH"
"city_911","竹田鄉",911,"base.tw","l10n_tw.country_state_PTH"
"city_912","內埔鄉",912,"base.tw","l10n_tw.country_state_PTH"
"city_913","萬丹鄉",913,"base.tw","l10n_tw.country_state_PTH"
"city_920","潮州鎮",920,"base.tw","l10n_tw.country_state_PTH"
"city_921","泰武鄉",921,"base.tw","l10n_tw.country_state_PTH"
"city_922","來義鄉",922,"base.tw","l10n_tw.country_state_PTH"
"city_923","萬巒鄉",923,"base.tw","l10n_tw.country_state_PTH"
"city_924","崁頂鄉",924,"base.tw","l10n_tw.country_state_PTH"
"city_925","新埤鄉",925,"base.tw","l10n_tw.country_state_PTH"
"city_926","南州鄉",926,"base.tw","l10n_tw.country_state_PTH"
"city_927","林邊鄉",927,"base.tw","l10n_tw.country_state_PTH"
"city_928","東港鎮",928,"base.tw","l10n_tw.country_state_PTH"
"city_929","琉球鄉",929,"base.tw","l10n_tw.country_state_PTH"
"city_931","佳冬鄉",931,"base.tw","l10n_tw.country_state_PTH"
"city_932","新園鄉",932,"base.tw","l10n_tw.country_state_PTH"
"city_940","枋寮鄉",940,"base.tw","l10n_tw.country_state_PTH"
"city_941","枋山鄉",941,"base.tw","l10n_tw.country_state_PTH"
"city_942","春日鄉",942,"base.tw","l10n_tw.country_state_PTH"
"city_943","獅子鄉",943,"base.tw","l10n_tw.country_state_PTH"
"city_944","車城鄉",944,"base.tw","l10n_tw.country_state_PTH"
"city_945","牡丹鄉",945,"base.tw","l10n_tw.country_state_PTH"
"city_946","恆春鎮",946,"base.tw","l10n_tw.country_state_PTH"
"city_947","滿州鄉",947,"base.tw","l10n_tw.country_state_PTH"
"city_950","台東市",950,"base.tw","l10n_tw.country_state_TTH"
"city_951","綠島鄉",951,"base.tw","l10n_tw.country_state_TTH"
"city_952","蘭嶼鄉",952,"base.tw","l10n_tw.country_state_TTH"
"city_953","延平鄉",953,"base.tw","l10n_tw.country_state_TTH"
"city_954","卑南鄉",954,"base.tw","l10n_tw.country_state_TTH"
"city_955","鹿野鄉",955,"base.tw","l10n_tw.country_state_TTH"
"city_956","關山鎮",956,"base.tw","l10n_tw.country_state_TTH"
"city_957","海端鄉",957,"base.tw","l10n_tw.country_state_TTH"
"city_958","池上鄉",958,"base.tw","l10n_tw.country_state_TTH"
"city_959","東河鄉",959,"base.tw","l10n_tw.country_state_TTH"
"city_961","成功鎮",961,"base.tw","l10n_tw.country_state_TTH"
"city_962","長濱鄉",962,"base.tw","l10n_tw.country_state_TTH"
"city_963","太麻里鄉",963,"base.tw","l10n_tw.country_state_TTH"
"city_964","金峰鄉",964,"base.tw","l10n_tw.country_state_TTH"
"city_965","大武鄉",965,"base.tw","l10n_tw.country_state_TTH"
"city_966","達仁鄉",966,"base.tw","l10n_tw.country_state_TTH"
"city_970","花蓮市",970,"base.tw","l10n_tw.country_state_HLH"
"city_971","新城鄉",971,"base.tw","l10n_tw.country_state_HLH"
"city_972","秀林鄉",972,"base.tw","l10n_tw.country_state_HLH"
"city_973","吉安鄉",973,"base.tw","l10n_tw.country_state_HLH"
"city_974","壽豐鄉",974,"base.tw","l10n_tw.country_state_HLH"
"city_975","鳳林鎮",975,"base.tw","l10n_tw.country_state_HLH"
"city_976","光復鄉",976,"base.tw","l10n_tw.country_state_HLH"
"city_977","豐濱鄉",977,"base.tw","l10n_tw.country_state_HLH"
"city_978","瑞穗鄉",978,"base.tw","l10n_tw.country_state_HLH"
"city_979","萬榮鄉",979,"base.tw","l10n_tw.country_state_HLH"
"city_981","玉里鎮",981,"base.tw","l10n_tw.country_state_HLH"
"city_982","卓溪鄉",982,"base.tw","l10n_tw.country_state_HLH"
"city_983","富里鄉",983,"base.tw","l10n_tw.country_state_HLH"
